ms_timestamp,GSR,timestamp
1771289647473,0.0,2026-02-16 19:54:07.473
1771289647526,26.0,2026-02-16 19:54:07.526
1771289647576,35.0,2026-02-16 19:54:07.576
1771289647625,27.0,2026-02-16 19:54:07.625
1771289647678,13.0,2026-02-16 19:54:07.678
1771289647727,0.0,2026-02-16 19:54:07.727
1771289647776,0.0,2026-02-16 19:54:07.776
1771289647830,10.0,2026-02-16 19:54:07.830
1771289647878,0.0,2026-02-16 19:54:07.878
1771289647928,0.0,2026-02-16 19:54:07.928
1771289647977,0.0,2026-02-16 19:54:07.977
1771289648026,0.0,2026-02-16 19:54:08.026
1771289648079,36.0,2026-02-16 19:54:08.079
1771289648128,25.0,2026-02-16 19:54:08.128
1771289648178,0.0,2026-02-16 19:54:08.178
1771289648227,0.0,2026-02-16 19:54:08.227
1771289648280,2.0,2026-02-16 19:54:08.280
1771289648329,0.0,2026-02-16 19:54:08.329
1771289648379,0.0,2026-02-16 19:54:08.379
1771289648428,0.0,2026-02-16 19:54:08.428
1771289648481,0.0,2026-02-16 19:54:08.481
1771289648530,0.0,2026-02-16 19:54:08.530
1771289648579,0.0,2026-02-16 19:54:08.579
1771289648629,0.0,2026-02-16 19:54:08.629
1771289648681,0.0,2026-02-16 19:54:08.681
1771289648731,0.0,2026-02-16 19:54:08.731
1771289648780,0.0,2026-02-16 19:54:08.780
1771289648829,0.0,2026-02-16 19:54:08.829
1771289648882,0.0,2026-02-16 19:54:08.882
1771289648931,0.0,2026-02-16 19:54:08.931
1771289648980,0.0,2026-02-16 19:54:08.980
1771289649036,5.0,2026-02-16 19:54:09.036
1771289649083,0.0,2026-02-16 19:54:09.083
1771289649132,0.0,2026-02-16 19:54:09.132
1771289649181,0.0,2026-02-16 19:54:09.181
1771289649234,0.0,2026-02-16 19:54:09.234
1771289649283,0.0,2026-02-16 19:54:09.283
1771289649333,0.0,2026-02-16 19:54:09.333
1771289649382,0.0,2026-02-16 19:54:09.382
1771289649435,0.0,2026-02-16 19:54:09.435
1771289649484,0.0,2026-02-16 19:54:09.484
1771289649533,0.0,2026-02-16 19:54:09.533
1771289649582,0.0,2026-02-16 19:54:09.582
1771289649636,4.0,2026-02-16 19:54:09.636
1771289649685,13.0,2026-02-16 19:54:09.685
1771289649734,16.0,2026-02-16 19:54:09.734
1771289649783,0.0,2026-02-16 19:54:09.783
1771289649836,20.0,2026-02-16 19:54:09.836
1771289649885,0.0,2026-02-16 19:54:09.885
1771289649935,34.0,2026-02-16 19:54:09.935
1771289649988,474.0,2026-02-16 19:54:09.988
1771289650037,12.0,2026-02-16 19:54:10.037
1771289650090,343.0,2026-02-16 19:54:10.090
1771289650139,36.0,2026-02-16 19:54:10.139
1771289650189,1.0,2026-02-16 19:54:10.189
1771289650238,507.0,2026-02-16 19:54:10.238
1771289650287,30.0,2026-02-16 19:54:10.287
1771289650336,0.0,2026-02-16 19:54:10.336
1771289650389,0.0,2026-02-16 19:54:10.389
1771289650438,18.0,2026-02-16 19:54:10.438
1771289650488,0.0,2026-02-16 19:54:10.488
1771289650537,0.0,2026-02-16 19:54:10.537
1771289650590,3.0,2026-02-16 19:54:10.590
1771289650639,35.0,2026-02-16 19:54:10.639
1771289650688,40.0,2026-02-16 19:54:10.688
1771289650741,518.0,2026-02-16 19:54:10.741
1771289650791,0.0,2026-02-16 19:54:10.791
1771289650844,461.0,2026-02-16 19:54:10.844
1771289650893,42.0,2026-02-16 19:54:10.893
1771289650942,513.0,2026-02-16 19:54:10.942
1771289650991,26.0,2026-02-16 19:54:10.991
1771289651041,13.0,2026-02-16 19:54:11.041
1771289651094,526.0,2026-02-16 19:54:11.094
1771289651143,32.0,2026-02-16 19:54:11.143
1771289651192,37.0,2026-02-16 19:54:11.192
1771289651242,29.0,2026-02-16 19:54:11.242
1771289651295,48.0,2026-02-16 19:54:11.295
1771289651344,0.0,2026-02-16 19:54:11.344
1771289651393,6.0,2026-02-16 19:54:11.393
1771289651442,0.0,2026-02-16 19:54:11.442
1771289651495,13.0,2026-02-16 19:54:11.495
1771289651544,0.0,2026-02-16 19:54:11.544
